bug_id,title,description,severity,priority,component,assigned_to,reporter,created_date,closed_date,status,resolution_time,reopen_count,reported_by
BUG-0341,Login page loads slowly on first visit,First-time login page load takes 2–3 seconds longer due to asset loading.,Medium,P3,Authentication,dev_alice,qa_mike,19-02-26,23-02-26,Closed,4.0,1,
BUG-0342,Database cleanup job log missing summary,Daily cleanup job logs do not include summary count. Cleanup runs successfully.,Low,P3,Database,dev_bob,qa_john,21-02-26,01-03-26,Closed,8.0,1,
BUG-0343,Payment retry message unclear,Retry payment message does not explain next steps clearly. User can still retry.,Medium,P3,Payment,dev_charlie,qa_sarah,23-02-26,,Open,,0,
BUG-0344,API rate limit warning delayed,Rate limit warning appears after threshold is crossed. API still enforces limits.,Medium,P3,API,dev_diana,qa_shivani,24-02-26,03-03-26,Closed,7.0,0,
BUG-0345,Report filter dropdown scroll issue,Dropdown scrolls unexpectedly when selecting multiple filters. Filters still apply.,Low,P3,Reporting,dev_evan,qa_mike,25-02-26,08-03-26,Closed,11.0,0,
BUG-0346,Notification settings toggle animation lag,Toggle animation lags slightly on low-end devices. Settings save correctly.,Low,P3,Notification,dev_alice,qa_mike,26-02-26,,Open,,0,
BUG-0347,Dashboard summary cards misaligned,Cards slightly misaligned when browser zoom is set to 110%. Content remains readable.,Medium,P3,Dashboard,dev_bob,qa_john,27-02-26,03-03-26,Closed,4.0,0,
BUG-0348,Login form autofill overlaps labels,Browser autofill overlaps input labels in login form. Fields still usable.,Medium,P3,Authentication,dev_charlie,qa_sarah,28-02-26,07-03-26,Closed,7.0,0,
BUG-0349,Database monitoring graph color mismatch,Graph colors do not match legend in monitoring dashboard. Data values are correct.,Low,P3,Database,dev_diana,qa_shivani,01-03-26,,Open,,0,
BUG-0350,Payment receipt email formatting issue,Receipt email text alignment is inconsistent across email clients. Transaction details are correct.,Medium,P3,Payment,dev_evan,qa_sarah,02-03-26,12-03-26,Closed,10.0,0,
BUG-0351,API health check shows delayed timestamp,Health check endpoint shows timestamp delayed by few seconds. Endpoint remains reliable.,Low,P3,API,dev_alice,qa_john,03-03-26,12-03-26,Closed,9.0,0,
BUG-0352,Report page scroll bar flicker,Scroll bar flickers briefly when loading long reports. No data issues.,Low,P3,Reporting,dev_bob,qa_mike,04-03-26,,Open,,0,
BUG-0353,Notification pop-up closes too quickly,Pop-up auto-closes faster than expected. Users can still access notifications from panel.,Medium,P3,Notification,dev_charlie,qa_sarah,05-03-26,16-03-26,Closed,11.0,0,
BUG-0354,Dashboard export button misaligned,Export button shifts slightly when hovering. Export works correctly.,Low,P3,Dashboard,dev_diana,qa_shivani,06-03-26,12-03-26,Closed,6.0,0,
BUG-0355,Login error icon missing on timeout,Timeout error message lacks warning icon. Text message is displayed.,Low,P3,Authentication,dev_evan,qa_sarah,07-03-26,,Open,,0,
BUG-0356,Database alert email subject unclear,Alert email subject does not specify severity. Email body contains correct info.,Medium,P3,Database,dev_alice,qa_shivani,08-03-26,16-03-26,Closed,8.0,0,
BUG-0357,Payment modal closes unexpectedly,Payment modal closes if user clicks outside unintentionally. Payment can be reopened.,Medium,P3,Payment,dev_bob,qa_mike,09-03-26,18-03-26,Closed,9.0,1,
BUG-0358,API pagination default size inconsistent,Default page size differs between endpoints. Clients can override size.,Low,P3,API,dev_charlie,qa_shivani,10-03-26,17-03-26,Closed,7.0,0,
BUG-0359,Report totals row not highlighted,Totals row is not visually distinct from other rows. Values are correct.,Low,P3,Reporting,dev_diana,qa_mike,11-03-26,,Open,,0,
BUG-0360,Notification badge color low contrast,Badge color has low contrast in dark mode. Notification count is visible.,Low,P3,Notification,dev_evan,qa_mike,12-03-26,19-03-26,Closed,7.0,0,
BUG-0361,Complete database server crash,Database server crashed unexpectedly. All connections lost. System completely down for 10 minutes.,Critical,P0,Database,dev_alice,qa_john,27-01-25,28-01-25,Closed,1.0,0,
BUG-0362,Database corruption detected,Critical database corruption detected in user table. Data integrity at risk. Immediate recovery needed.,Critical,P0,Database,dev_bob,qa_sarah,15-05-25,17-05-25,Closed,2.0,0,
BUG-0363,Database connection pool exhausted,All database connections are stuck in pending state. New connections cannot be established. System frozen.,Critical,P0,Database,dev_alice,qa_sarah,03-05-25,04-05-25,Closed,1.0,2,
BUG-0364,Database replication failure,Master-slave replication broken. Data inconsistency across nodes. Risk of data loss.,Critical,P1,Database,dev_alice,qa_sarah,18-06-25,21-06-25,Closed,3.0,0,
BUG-0365,Database deadlock cascade,Multiple deadlocks causing complete database stall. All transactions failing.,Critical,P0,Database,dev_bob,qa_john,08-02-25,10-02-25,Closed,2.0,1,
BUG-0366,Database disk full - critical,Database disk 100% full. Write operations failing. System in read-only mode.,Critical,P0,Database,dev_alice,qa_sarah,18-07-25,21-07-25,Closed,3.0,0,
BUG-0367,Database backup failure,Critical backup job failed for 3 consecutive days. No recoverable backup available.,Critical,P0,Database,dev_alice,qa_john,10-11-25,11-11-25,Closed,1.0,2,
BUG-0368,Database performance degradation - critical,Query response time > 30 seconds. System nearly unusable. CPU at 100%.,Critical,P1,Database,dev_bob,qa_sarah,05-01-25,07-01-25,Closed,2.0,0,
BUG-0369,Database security breach,Unauthorized access detected in database. Sensitive data potentially exposed.,Critical,P0,Database,dev_bob,qa_sarah,02-04-25,05-04-25,Closed,3.0,0,
BUG-0370,Database transaction log full,Transaction log 100% full. Database refusing new transactions. Manual intervention required.,Critical,P0,Database,dev_alice,qa_sarah,24-11-25,27-11-25,Closed,3.0,1,
BUG-0371,Database connection lost - all users logged out,Suddenly all users were logged out. Database connection failed for 5 minutes. System recovered but users had to login again.,Critical,P0,Database,dev_bob,qa_john,01-03-25,02-03-25,Closed,1.0,0,
BUG-0372,Database connection lost - system down,Critical: Database connection lost. All users logged out. System completely unavailable.,Critical,P0,Database,dev_bob,qa_john,01-03-25,02-03-25,Closed,1.0,0,
BUG-0373,Connection failure - users logged out,Database connection failure caused all 5000 active users to be logged out. Emergency restart required.,Critical,P0,Database,dev_bob,qa_john,01-03-25,02-03-25,Closed,1.0,0,
BUG-0374,Lost database connection - mass logout,Application lost connection to database cluster. All users forcibly logged out. Service restored after 3 minutes.,Critical,P0,Database,dev_bob,qa_john,01-03-25,02-03-25,Closed,1.0,0,
BUG-0375,Critical database connection failure - all services down,Database connection lost completely. All microservices affected. 5000 users impacted. 15 minute outage.,Critical,P0,Database,dev_bob,qa_john,01-03-25,02-03-25,Closed,1.0,0,
BUG-0376,Database connectivity lost - emergency restart required,Connection to primary database lost. Failover failed. Total system outage for 8 minutes.,Critical,P0,Database,dev_alice,qa_john,01-03-25,02-03-25,Closed,1.0,0,
BUG-0377,Connection pool exhausted - critical failure,All database connections consumed. No new connections possible. Users experiencing 503 errors.,Critical,P0,Database,dev_alice,qa_john,01-03-25,02-03-25,Closed,1.0,0,
BUG-0378,Network partition - database unreachable,Network issue caused database cluster to be unreachable. All users logged out. Manual intervention needed.,Critical,P0,Database,dev_alice,qa_john,01-03-25,02-03-25,Closed,1.0,1,
BUG-0379,Database connection timeout - system unavailable,All database queries timing out. Application completely unavailable. Critical incident declared.,Critical,P0,Database,dev_bob,qa_john,01-03-25,02-03-25,Closed,1.0,1,
BUG-401,Company logo appears pixelated on mobile,Company logo is blurry and pixelated on mobile devices. Desktop version looks fine. Needs SVG version for mobile.,Low,P1,UI,dev_evan,,2026-03-30,,Open,,0,qa_john
BUG-402,Sign Up button color mismatch,Sign Up button uses #FF5733 instead of brand blue #0047AB. Inconsistent with rest of site theme.,Low,P1,UI,dev_evan,,2026-03-30,,Open,,0,qa_sarah
BUG-403,Footer copyright year shows 2025,Footer displays © 2025 instead of current year 2026. Makes site look outdated.,Low,P1,UI,dev_alice,,2026-03-30,,Open,,0,qa_mike
BUG-404,Product name misspelled on homepage,Product name BugTracker Pro spelled as BugTrakcer Pro on hero section. Critical branding issue.,Low,P0,UI,dev_alice,,2026-03-30,,Open,,0,qa_john
BUG-405,Contact email address incorrect,Support email shows support@oldcompany.com instead of support@bugtracker.com. Customers cannot reach support.,Low,P0,UI,dev_alice,,2026-03-30,,Open,,0,qa_sarah
BUG-406,Browser tab title shows incomplete name,Browser tab title shows Bug Tracker instead of full product name BugTracker Pro.,Low,P2,UI,dev_evan,,2026-03-30,,Open,,0,qa_mike
BUG-407,Dashboard chart colors not accessible,Chart uses red and green that are indistinguishable for colorblind users. WCAG violation.,Low,P2,Dashboard,dev_bob,,2026-03-30,,Open,,0,qa_john
BUG-408,Button text typo,Submit button shows Submite instead of Submit on report bug form.,Low,P1,UI,dev_evan,,2026-03-30,,Open,,0,qa_sarah
BUG-409,Error message shows technical code,Error shows 500 Internal Server Error instead of user-friendly message like Something went wrong.,Low,P3,UI,dev_diana,,2026-03-30,,Open,,0,qa_mike
BUG-410,Loading spinner color mismatch,Spinner uses default gray instead of brand blue. Inconsistent with theme.,Low,P3,UI,dev_evan,,2026-03-30,,Open,,0,qa_john
BUG-411,Pagination buttons misaligned on Safari,Next/Previous buttons shifted 5px left on Safari browser only. Works on Chrome/Firefox.,Low,P2,UI,dev_evan,,2026-03-30,,Open,,0,qa_sarah
BUG-412,Favicon missing on browser tab,Browser tab shows default icon instead of company logo. Brand visibility issue.,Low,P1,UI,dev_alice,,2026-03-30,,Open,,0,qa_mike
BUG-413,Placeholder text typo,Search bar says Search bugss... instead of Search bugs....,Low,P3,UI,dev_evan,,2026-03-30,,Open,,0,qa_john
BUG-414,Tooltip text truncated on hover,Help tooltip cuts off after 30 characters. Full text not visible.,Low,P3,UI,dev_evan,,2026-03-30,,Open,,0,qa_sarah
BUG-415,Table header background too dark,Table header text unreadable due to dark background. Accessibility issue.,Low,P2,Dashboard,dev_bob,,2026-03-30,,Open,,0,qa_mike
BUG-416,Mobile menu overlaps logo,Hamburger menu overlaps company logo on small screens (375px width). Affects iPhone SE users.,Low,P2,UI,dev_evan,,2026-03-30,,Open,,0,qa_john
BUG-417,Success message typo,Toast notification shows Bug reported sucessfully missing c in successfully.,Low,P1,UI,dev_alice,,2026-03-30,,Open,,0,qa_sarah
BUG-418,Inconsistent font size,"Some buttons use 14px, some use 16px. Inconsistent across interface.",Low,P3,UI,dev_evan,,2026-03-30,,Open,,0,qa_mike
BUG-419,Radio button alignment issue,Radio buttons misaligned with labels in bug filter panel. Visual inconsistency.,Low,P3,UI,dev_evan,,2026-03-30,,Open,,0,qa_john
BUG-420,Logo missing in email notifications,Bug assignment emails show broken image placeholder instead of company logo.,Low,P2,Notification,dev_charlie,,2026-03-30,,Open,,0,qa_sarah
